0.700000 1.000000 0.390102 
0.500000 0.600000 0.491265 
1.000000 3.300000 0.549604 
0.100000 3.500000 0.535532 
0.100000 2.500000 0.544197 
1.000000 0.900000 0.529513 
0.900000 3.300000 0.560472 
0.200000 1.100000 0.544377 
0.400000 2.400000 0.534971 
0.400000 3.400000 0.554137 
0.900000 0.900000 0.161353 
0.600000 3.000000 0.589373 
0.600000 2.000000 0.542933 
0.100000 0.100000 0.572019 
0.500000 1.400000 0.510269 
0.800000 1.300000 0.289840 
0.300000 2.100000 0.528263 
0.300000 3.100000 0.533543 
0.300000 1.700000 0.527124 
0.800000 2.500000 0.512423 
0.800000 3.500000 0.598770 
0.200000 1.800000 0.535413 
0.500000 2.200000 0.539560 
0.500000 3.200000 0.573536 
0.200000 2.290000 0.532351 
0.300000 0.200000 0.565091 
0.700000 1.900000 0.555034 
0.600000 0.300000 0.423012 
0.500000 4.000000 0.599678 
0.600000 1.600000 0.517478 
0.800000 0.600000 0.056088 
0.100000 0.800000 0.568769 
0.400000 1.200000 0.516265 
0.200000 0.400000 0.567048 
0.200000 2.700000 0.530695 
0.200000 3.700000 0.525170 
0.300000 3.800000 0.535286 
0.300000 2.800000 0.532019 
0.900000 1.500000 0.339904 
1.000000 1.500000 0.357024 
0.100000 1.300000 0.559018 
0.700000 0.500000 0.110424 
0.600000 2.900000 0.585845 
0.600000 3.900000 0.608481 
0.400000 0.900000 0.515998 
0.700000 3.600000 0.612022 
0.700000 2.600000 0.594852 
0.500000 3.300000 0.577013 
0.300000 0.300000 0.560347 
0.300000 1.600000 0.527103 
0.200000 1.900000 0.534650 
0.800000 3.400000 0.602406 
0.800000 2.400000 0.489821 
0.700000 2.290000 0.581686 
1.000000 0.100000 0.474253 
0.800000 0.700000 0.092486 
0.600000 0.200000 0.433882 
0.700000 1.800000 0.545640 
0.600000 1.700000 0.524163 
0.200000 3.600000 0.526011 
0.200000 2.600000 0.531084 
0.900000 1.400000 0.311022 
0.300000 2.900000 0.532558 
0.300000 3.900000 0.535256 
0.400000 1.300000 0.517072 
0.100000 0.900000 0.566576 
0.200000 0.500000 0.562385 
0.600000 3.800000 0.608835 
0.600000 2.800000 0.581639 
0.700000 0.400000 0.082002 
0.700000 2.700000 0.598406 
0.400000 0.800000 0.516984 
0.700000 3.700000 0.608324 
0.100000 1.200000 0.560731 
0.900000 0.100000 0.457516 
1.000000 1.400000 0.325361 
0.100000 2.400000 0.545150 
0.100000 3.400000 0.536439 
1.000000 2.200000 0.519480 
1.000000 3.200000 0.546241 
1.000000 0.800000 0.425749 
0.900000 4.000000 0.603340 
0.700000 1.100000 0.430436 
0.500000 0.700000 0.491249 
0.400000 3.500000 0.556122 
0.400000 2.500000 0.536904 
0.900000 3.200000 0.559557 
0.900000 2.200000 0.560010 
1.000000 4.000000 0.599425 
0.200000 1.000000 0.546522 
0.600000 2.100000 0.548732 
0.600000 3.100000 0.592408 
0.400000 0.100000 0.557572 
0.900000 0.800000 0.147259 
0.800000 1.200000 0.268428 
0.300000 3.000000 0.533068 
0.300000 2.000000 0.527856 
0.500000 1.500000 0.513874 
1.000000 2.290000 0.541175 
0.400000 0.400000 0.532448 
0.600000 3.400000 0.601532 
0.600000 2.400000 0.563994 
0.700000 0.800000 0.210509 
1.000000 1.800000 0.433168 
0.900000 1.800000 0.417254 
0.300000 2.500000 0.530328 
0.300000 3.500000 0.534935 
0.800000 1.700000 0.495973 
0.200000 0.900000 0.548897 
0.500000 1.000000 0.497062 
0.900000 2.290000 0.585698 
0.100000 0.500000 0.569729 
0.100000 3.100000 0.539030 
0.100000 2.100000 0.548258 
1.000000 3.700000 0.575193 
1.000000 2.700000 0.601634 
0.500000 0.200000 0.521788 
0.700000 1.400000 0.495149 
0.400000 2.000000 0.527453 
0.400000 3.000000 0.546559 
0.200000 1.500000 0.538353 
0.800000 3.800000 0.602349 
0.800000 2.800000 0.571268 
0.900000 2.700000 0.526531 
0.900000 3.700000 0.574360 
0.900000 1.100000 0.220238 
0.200000 3.300000 0.528018 
0.500000 1.900000 0.528558 
0.700000 4.000000 0.597231 
0.400000 1.600000 0.520782 
0.700000 3.200000 0.612046 
0.700000 2.200000 0.575894 
0.700000 0.100000 0.005037 
0.100000 1.700000 0.553067 
1.000000 1.100000 0.286307 
0.900000 0.400000 0.103149 
0.300000 0.600000 0.542318 
0.400000 3.900000 0.564647 
0.400000 2.900000 0.544640 
0.500000 2.600000 0.553693 
0.500000 3.600000 0.587523 
0.800000 2.100000 0.405791 
0.800000 3.100000 0.599542 
0.300000 1.300000 0.528050 
1.000000 0.400000 0.143968 
0.800000 0.200000 0.065256 
0.100000 2.800000 0.541533 
0.100000 3.800000 0.532660 
0.600000 1.200000 0.487616 
0.600000 0.700000 0.443467 
0.200000 0.100000 0.567561 
0.500000 1.800000 0.524877 
0.400000 1.700000 0.522317 
0.500000 2.290000 0.543177 
0.900000 1.000000 0.185154 
0.200000 3.200000 0.528553 
0.200000 2.200000 0.532838 
0.900000 0.500000 0.087024 
0.200000 4.000000 0.521963 
1.000000 1.000000 0.342291 
0.100000 1.600000 0.554480 
0.700000 3.300000 0.613173 
0.800000 3.000000 0.592162 
0.800000 2.000000 0.377010 
0.300000 1.200000 0.528815 
0.400000 2.800000 0.542723 
0.400000 3.800000 0.562238 
0.300000 0.700000 0.538562 
0.500000 3.700000 0.590352 
0.500000 2.700000 0.557154 
0.600000 1.300000 0.495574 
0.600000 0.600000 0.434822 
0.800000 0.300000 0.075790 
1.000000 0.500000 0.094509 
0.100000 3.900000 0.531630 
0.100000 2.900000 0.540690 
1.000000 1.900000 0.457838 
0.400000 0.500000 0.526034 
0.700000 0.900000 0.284167 
0.600000 2.500000 0.568532 
0.600000 3.500000 0.604623 
0.500000 1.100000 0.500037 
0.200000 0.800000 0.551650 
0.100000 0.400000 0.571189 
0.300000 3.400000 0.534676 
0.300000 2.400000 0.529770 
0.900000 1.900000 0.435124 
0.800000 1.600000 0.392385 
0.500000 0.300000 0.505812 
0.700000 1.500000 0.510174 
1.000000 2.600000 0.597628 
1.000000 3.600000 0.567752 
0.100000 2.000000 0.549348 
0.100000 3.000000 0.539861 
0.800000 2.900000 0.582880 
0.800000 3.900000 0.610755 
0.200000 1.400000 0.539569 
0.900000 3.600000 0.567522 
0.900000 2.600000 0.520065 
0.400000 3.100000 0.548418 
0.400000 2.100000 0.529285 
0.100000 1.400000 0.557392 
1.000000 1.200000 0.277202 
0.900000 0.700000 0.356027 
0.700000 0.200000 0.025780 
0.700000 3.100000 0.610476 
0.700000 2.100000 0.569518 
0.400000 1.500000 0.519374 
0.200000 0.300000 0.568031 
0.200000 2.000000 0.533976 
0.200000 3.000000 0.529487 
0.900000 1.200000 0.248446 
0.600000 0.400000 0.422693 
0.600000 1.100000 0.479305 
0.500000 0.800000 0.492440 
0.800000 4.000000 0.620459 
1.000000 0.700000 0.189002 
0.800000 0.100000 0.354496 
0.300000 1.000000 0.531306 
0.800000 2.200000 0.434627 
0.800000 3.200000 0.603578 
0.500000 2.500000 0.550223 
0.500000 3.500000 0.584313 
0.300000 0.500000 0.547098 
0.100000 0.600000 0.569272 
0.500000 1.300000 0.506720 
0.200000 3.900000 0.523159 
0.200000 2.900000 0.529905 
0.800000 1.400000 0.308483 
0.300000 2.600000 0.530895 
0.300000 3.600000 0.535125 
0.600000 3.700000 0.608141 
0.600000 2.700000 0.577416 
0.700000 2.800000 0.601719 
0.400000 0.700000 0.518784 
0.700000 3.800000 0.603241 
0.900000 2.400000 0.563721 
0.900000 3.400000 0.561333 
0.300000 1.900000 0.527519 
0.200000 1.600000 0.537266 
0.100000 4.000000 0.530551 
0.400000 3.300000 0.552195 
0.700000 1.700000 0.535110 
0.600000 1.800000 0.530624 
0.500000 0.100000 0.535136 
0.100000 3.200000 0.538191 
0.100000 2.200000 0.547192 
1.000000 3.400000 0.554103 
1.000000 2.400000 0.572106 
0.800000 0.800000 0.136007 
0.600000 2.290000 0.559380 
0.800000 1.500000 0.334702 
0.200000 2.800000 0.530305 
0.200000 3.800000 0.524224 
0.300000 3.700000 0.535242 
0.300000 2.700000 0.531462 
0.100000 0.700000 0.570960 
0.500000 1.200000 0.503287 
0.600000 2.600000 0.573018 
0.600000 3.600000 0.606675 
0.400000 0.600000 0.521668 
0.700000 3.900000 0.598846 
0.700000 2.900000 0.605049 
0.300000 2.290000 0.529232 
0.400000 3.200000 0.550294 
0.400000 2.200000 0.531155 
0.300000 1.800000 0.527270 
0.900000 3.500000 0.563062 
0.900000 2.500000 0.526222 
0.200000 1.700000 0.536279 
1.000000 2.500000 0.590364 
1.000000 3.500000 0.561039 
0.100000 3.300000 0.537330 
0.800000 0.900000 0.174912 
0.700000 1.600000 0.523377 
0.400000 4.000000 0.567348 
0.600000 1.900000 0.536889 
0.700000 0.300000 0.055607 
0.700000 2.000000 0.562799 
0.700000 3.000000 0.607983 
0.900000 0.600000 0.200353 
1.000000 1.300000 0.301084 
0.100000 1.500000 0.555891 
0.200000 3.100000 0.529040 
0.200000 2.100000 0.533376 
0.900000 1.300000 0.280113 
0.400000 1.400000 0.518125 
0.200000 0.200000 0.569561 
1.000000 0.600000 0.100954 
0.600000 0.500000 0.427449 
0.500000 0.900000 0.494466 
0.600000 1.000000 0.470654 
0.500000 3.400000 0.580673 
0.500000 2.400000 0.546762 
0.300000 0.400000 0.553105 
0.300000 1.100000 0.529880 
0.800000 3.300000 0.604984 
