0.244755 2.542857
0.174825 14.000000
0.174825 10.000000
1.000000 0.496503
0.748252 1.000000
0.244755 0.485714
0.496503 1.507042
0.244755 3.057143
0.293706 1.000000
0.496503 0.492958
0.174825 4.000000
1.251748 0.497207
0.244755 3.571429
0.748252 0.495327
0.244755 1.000000
2.000000 0.500000
0.496503 2.014085
1.496503 0.500000
0.244755 1.514286
0.496503 2.521127
0.174825 2.000000
0.174825 16.000000
0.244755 4.085714
1.000000 1.000000
1.496503 1.000000
0.174825 6.000000
1.251748 1.000000
1.748252 0.500000
0.797203 1.000000
0.244755 2.028571
0.496503 1.000000
0.748252 1.504673
0.174825 8.000000
0.174825 12.000000
